„исла  аталана Ч последовательность, в которой n-ное число выражаетс€ формулой C(n) = (2n)!/ (n! (n+1)!). аждый новый пароль срез от этой последовательности.
1;125144213242
2;9143048621679
3;65878620801274
4;290026744409694
5;8453535767012964
6;479047763870
7;0176726319065
8;64120420244662
9;670209148256364
10;0343059613650128
11;990414732448
12;6194640145218
13;36735307215269
14;533550916004263
15;7479517503601002
16;242216651368
17;3814986502092
18;30414544636039
19;226909555340648
20;7704819821233613
21;041224311081
22;2944042149730
23;76431162854949
24;073012621195979
25;8385860453492459
26;508043246217
27;4236417673386
28;27870067014006
29;804253717299758
30;0039026221270422
31;764921088201
32;0113918591637
33;89813402039044
34;429911904443959
35;2401508534792050
36;853516607005
37;8330011959299
38;66930880402257
39;117854077248073
40;2537208740328711
41;533173390046
42;3203386877375
43;71910468864294
44;901313278982421
45;6936547799190050
46;955224517961
47;7138054608572
48;19782616577561
49;606536237744567
50;6847856705143163
51;852308161562
52;9869166945772
53;62595014241751
54;211615787145578
55;2434250553845880
56;451959718027
57;9534714476095
58;09424175941461
59;660881887099247
60;9875972685245692
61;784487349754
62;9658464312267
63;00952856774851
64;904245220912664
65;1040884602891223
66;040334983188
67;1208040594499
68;51275769857306
69;434433671121583
70;8509645961200426
71;867727790388
72;9661821279585
73;84855650487080
74;847216336241397
75;3774304562682571
76;145854627331
77;2942958505587
78;71979787935384
79;946380125368479
80;1698758166594790
81;090427135469
82;5014404185731
83;50919668872489
84;894243865350563
85;2681584560312734
86;993915705849
87;1451002203372
88;50219565174633
89;585526140569499
90;5086218923998960
91;285726185640
92;6637011085003
93;37485502510215
94;975556783793455
95;0586247001321422
96;108420282270
97;4899421771902
98;29544600517556
99;992464610555941
100;8940193995065716
101;350202768903
102;8970939986292
103;89985682546410
104;257007946348936
105;5077377841208237
106;632349268884
107;5003114968783
108;11103321137536
109;291518809134027
110;2401221395654430
111;378811828760
112;7220079621307
113;91020479040893
114;036330391132838
115;6208394864461024
116;520187931427
117;2680988457521
118;13612790875451
119;932500407374524
120;3611532458459690
121;151854647329
122;2393356002894
123;50081175264899
124;454283846029490
125;7672643922301136
126;359577947336
127;2719316328770
128;04667456667613
129;940446229004998
130;8320482463241297
131;506133183499
132;6547401752658
133;50156167768347
134;351405179156556
135;3639623428068854
136;441132780194
137;7078880520346
138;68647142985206
139;100270557451039
140;3951180286424632
141;891685664206
142;7128044010633
143;53702922273835
144;973036658043476
145;4587231034045204
146;180080073556
147;5247345146958
148;28170907458428
149;751314320164353
150;1483466542679706
151;914496076288
152;6143367590394
153;94064633260585
154;762914370496637
155;4861461814626815
156;352610002542
157;2415830400079
158;65239534407788
159;416470865473720
160;2660010001346008
161;003547819293
162;9925053654186
163;43624610899508
164;003935312233584
165;0046854178535727
166;633495097740
167;3168002380015
168;48735782249188
169;940712832696377
170;8343232013931127
171;835600609608
172;7653534041575
173;14625635808296
174;488919697289074
175;3800023999334551
176;807700516891
177;5776623476723
178;00628082748822
179;960094497379797
180;7428207852605870
181;454939596837
182;2307582349040
183;50372144320440
184;595438556387054
185;1379246659709506
186;697378694300
187;1465792935612
188;95754370168778
189;466570327617129
190;5495089975510057
191;743358069601
192;3577821877006
193;08042856334020
194;731624756611000
195;2275088307942293
196;496618195403
197;9568885395604
198;16826015410473
199;408965199470901
200;3149668717007007
201;410063242083
202;7521538745909
203;32035333433208
204;846358987082585
205;1146851425718800
206;670253505740
207;7320139275474
208;59020991989083
209;038404429289207
210;9449584585362457
